headline,link,image,category
CM Bhagwant Mann dances at passing out parade of constables in Punjab's Jalandhar,https://timesofindia.indiatimes.com/videos/toi-original/cm-bhagwant-mann-dances-at-passing-out-parade-of-constables-in-punjabs-jalandhar/videoshow/103913859.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
CM Bhagwant Mann dances at passing out parade of constables in Punjab's Jalandhar,https://timesofindia.indiatimes.com/videos/toi-original/cm-bhagwant-mann-dances-at-passing-out-parade-of-constables-in-punjabs-jalandhar/videoshow/103913859.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
"India beat Australia by 99 runs, take 2-0 unassailable lead",https://timesofindia.indiatimes.com/videos/toi-original/india-beat-australia-by-99-runs-take-2-0-unassailable-lead/videoshow/103913069.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
"Danish Ali denies BJP MP's allegations, claims narrative being set for his 'lynching'",https://timesofindia.indiatimes.com/videos/toi-original/danish-ali-denies-bjp-mps-allegations-claims-narrative-being-set-for-his-lynching/videoshow/103912271.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
Viral video: Major brawl at a Delhi store over delay in iPhone15 supply,https://timesofindia.indiatimes.com/videos/viral-videos/viral-video-major-brawl-at-a-delhi-store-over-delay-in-iphone15-supply/videoshow/103910809.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
Building in Uttarakhand's Nainital collapses sparking panic as it falls like a pack of cards,https://timesofindia.indiatimes.com/videos/toi-original/building-in-uttarakhands-nainital-collapses-sparking-panic-as-it-falls-like-a-pack-of-cards/videoshow/103909981.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
Mann Ki Baat: Why did PM Modi mention German singer Cassandra Mae Spittmann in the 105th episode?,https://timesofindia.indiatimes.com/videos/toi-original/mann-ki-baat-why-did-pm-modi-mention-german-singer-cassandra-mae-spittmann-in-the-105th-episode/videoshow/103911457.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,india
'You seem to be alone': Canada PM Justin Trudeau faces cold reality as he takes on India,https://timesofindia.indiatimes.com/india/you-seem-to-be-alone-canada-pm-justin-trudeau-faces-cold-reality-as-he-takes-on-india/articleshow/103928034.cms,"https://static.toiimg.com/thumb/imgsize-29736,msid-103929463,width-600,resizemode-4/103929463.jpg",india
Cauvery issue: Deve Gowda urges Modi to set up external agency to study reservoirs in Cauvery basin,https://timesofindia.indiatimes.com/india/cauvery-issue-deve-gowda-urges-modi-to-set-up-external-agency-to-study-reservoirs-in-cauvery-basin/articleshow/103929026.cms,"https://static.toiimg.com/thumb/imgsize-36716,msid-103929435,width-600,resizemode-4/103929435.jpg",india
Spain proud to see C-295 transport aircraft in India: Ambassador Jose Maria Ridao,https://timesofindia.indiatimes.com/india/spain-proud-to-see-c-295-transport-aircraft-in-india-ambassador-jose-maria-ridao/articleshow/103927621.cms,"https://static.toiimg.com/thumb/imgsize-22480,msid-103928816,width-600,resizemode-4/103928816.jpg",india
Indian-American democrat leader racially targeted in US,https://timesofindia.indiatimes.com/india/indian-american-democrat-leader-racially-targeted-in-us/articleshow/103928266.cms,"https://static.toiimg.com/thumb/imgsize-135160,msid-103928161,width-600,resizemode-4/103928161.jpg",india
"BJP unwilling to implement Women's Reservation bill, wants to use it as poll gimmick: Congress",https://timesofindia.indiatimes.com/india/bjp-unwilling-to-implement-womens-reservation-bill-wants-to-use-it-as-poll-gimmick-congress/articleshow/103928075.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-600,resizemode-4/78553754.jpg",india
"Madhya Pradesh: 'Congress has been busy glorifying one family, nourishing corrupt system…'says  PM Modi",https://timesofindia.indiatimes.com/india/madhya-pradesh-assembly-elections-congress-has-been-busy-glorifying-one-family-nourishing-corrupt-system-pm-modi/articleshow/103927747.cms,"https://static.toiimg.com/thumb/imgsize-19036,msid-103927741,width-600,resizemode-4/103927741.jpg",india
Canada's defence minister Bill Blair describes relationship with India 'important'; says his country will continue to pursue partnerships like Indo-Pacific strategy,https://timesofindia.indiatimes.com/india/canadas-defence-minister-describes-relationship-with-india-important-says-his-country-will-continue-to-pursue-partnerships-like-indo-pacific-strategy/articleshow/103914278.cms,"https://static.toiimg.com/thumb/imgsize-72364,msid-103914278,width-600,resizemode-4/103914278.jpg",india
Canada's defence minister Bill Blair describes relationship with India 'important'; says his country will continue to pursue partnerships like Indo-Pacific strategy,https://timesofindia.indiatimes.com/india/canadas-defence-minister-describes-relationship-with-india-important-says-his-country-will-continue-to-pursue-partnerships-like-indo-pacific-strategy/articleshow/103914278.cms,"https://static.toiimg.com/thumb/imgsize-72364,msid-103914278,width-600,resizemode-4/103914278.jpg",india
‘US intel gave context that helped Canada link India to Hardeep Singh Nijjar case’: Report,https://timesofindia.indiatimes.com/india/us-intel-gave-context-that-helped-canada-link-india-to-hardeep-singh-nijjar-case-report/articleshow/103914378.cms,"https://static.toiimg.com/thumb/imgsize-158552,msid-103914378,width-600,resizemode-4/103914378.jpg",india
US intel triggered Trudeau allegation against India,https://timesofindia.indiatimes.com/india/us-intel-triggered-trudeau-allegation-against-india/articleshow/103910864.cms,"https://static.toiimg.com/thumb/imgsize-47658,msid-103910864,width-600,resizemode-4/103910864.jpg",india
"Chandrayaan-3: No signal from Vikram & Pragyan yet, can wait entire lunar day (14 Earth days), says Isro chief",https://timesofindia.indiatimes.com/india/chandrayaan-3-no-signal-from-vikram-pragyan-yet-can-wait-entire-lunar-day-says-isro-chief/articleshow/103892424.cms,"https://static.toiimg.com/thumb/imgsize-36474,msid-103892424,width-600,resizemode-4/103892424.jpg",india
"Don't pack bags yet, plan session for next fall: Canada universities to students",https://timesofindia.indiatimes.com/india/dont-pack-bags-yet-plan-session-for-next-fall-canada-universities-to-students/articleshow/103849735.cms,"https://static.toiimg.com/thumb/imgsize-568365,msid-103849735,width-600,resizemode-4/103849735.jpg",india
'Kulhad Pizza' couple seek public support amid viral video controversy,https://timesofindia.indiatimes.com/india/khulhad-pizza-couple-seek-public-support-amid-viral-video-controversy/articleshow/103893836.cms,"https://static.toiimg.com/thumb/imgsize-802736,msid-103893836,width-80,resizemode-4/103893836.jpg",india
"With house-hunters in upgrade mode, supply of 1 BHK shrinks in Mumbai metropolitan region",https://timesofindia.indiatimes.com/city/mumbai/with-house-hunters-in-upgrade-mode-supply-of-1-bhk-shrinks-in-mumbai-metropolitan-region/articleshow/103914735.cms,"https://static.toiimg.com/thumb/imgsize-1159987,msid-103914735,width-80,resizemode-4/103914735.jpg",india
It’s not the end of Chandrayaan-3 story as lots of data to be processed: Ex-Isro chief K Sivan,https://timesofindia.indiatimes.com/india/its-not-the-end-of-chandrayaan-3-story-as-lots-of-data-to-be-processed-ex-isro-chief-k-sivan/articleshow/103897723.cms,"https://static.toiimg.com/thumb/imgsize-30510,msid-103897723,width-80,resizemode-4/103897723.jpg",india
Declare Joshimath a ‘no new-construction zone’: Central institutes,https://timesofindia.indiatimes.com/city/dehradun/declare-joshimath-a-no-new-construction-zone-central-institutes/articleshow/103914607.cms,"https://static.toiimg.com/thumb/imgsize-1933804,msid-103914607,width-80,resizemode-4/103914607.jpg",india
"Madhya Pradesh: 'Congress has been busy glorifying one family, nourishing corrupt system…'says  PM Modi",https://timesofindia.indiatimes.com/india/madhya-pradesh-assembly-elections-congress-has-been-busy-glorifying-one-family-nourishing-corrupt-system-pm-modi/articleshow/103927747.cms,"https://static.toiimg.com/thumb/imgsize-19036,msid-103927741,width-600,resizemode-4/103927741.jpg",india
"Muzaffarnagar school slapgate: Supreme Court asks UP to appoint senior IPS officer to probe case, slams govt for 'failure'",https://timesofindia.indiatimes.com/india/student-slapping-case-supreme-court-asks-up-govt-to-appoint-senior-ips-officer-to-investigate-case/articleshow/103926286.cms,"https://static.toiimg.com/thumb/imgsize-88396,msid-103926278,width-600,resizemode-4/103926278.jpg",india
PM Modi says Congress will make Madhya Pradesh 'bimaaru' if voted to power,https://timesofindia.indiatimes.com/india/congress-will-make-madhya-pradesh-bimaaru-if-voted-to-power-says-pm-modi/articleshow/103925904.cms,"https://static.toiimg.com/thumb/imgsize-499635,msid-103926199,width-600,resizemode-4/103926199.jpg",india
Supreme Court asks Chandrababu Naidu’s lawyer to mention his plea to quash FIR tomorrow,https://timesofindia.indiatimes.com/india/supreme-court-asks-chandrababu-naidus-lawyer-to-mention-his-plea-to-quash-fir-tomorrow/articleshow/103926184.cms,"https://static.toiimg.com/thumb/imgsize-660417,msid-103926174,width-600,resizemode-4/103926174.jpg",india
Defence minister Rajnath Singh inaugurates Bharat Drone Shakti show at Hindon airbase,https://timesofindia.indiatimes.com/india/defence-minister-rajnath-singh-inaugurates-bharat-drone-shakti-show-at-hindon-airbase/articleshow/103925312.cms,"https://static.toiimg.com/thumb/imgsize-558753,msid-103925734,width-600,resizemode-4/103925734.jpg",india
Why Khalistan has support in Canada and not in Punjab,https://timesofindia.indiatimes.com/india/khalistan-why-a-lost-cause-in-india-finds-resonance-in-canada/articleshow/103908149.cms,"https://static.toiimg.com/thumb/imgsize-20270,msid-103908549,width-600,resizemode-4/103908549.jpg",india
What rich people do to themselves to slow down the biological clock,https://timesofindia.indiatimes.com/india/what-rich-people-do-to-themselves-to-slow-down-the-biological-clock/articleshow/103922607.cms,"https://static.toiimg.com/thumb/imgsize-132626,msid-103922710,width-600,resizemode-4/103922710.jpg",india
"Ahead of PM's Bhopal visit, Uma Bharti raises demand for OBC quota within women's reservation bill",https://timesofindia.indiatimes.com/india/ahead-of-pms-bhopal-visit-uma-bharti-raises-demand-for-obc-quota-within-womens-reservation-bill/articleshow/103921761.cms,"https://static.toiimg.com/thumb/imgsize-1022845,msid-103921919,width-600,resizemode-4/103921919.jpg",india
'Trudeau's days numbered so Khalistanis are eager to cash in',https://timesofindia.indiatimes.com/india/trudeaus-emerged-as-an-isolated-western-leader-without-any-global-clout-perception-of-sikh-separatists-is-negative/articleshow/103910957.cms,"https://static.toiimg.com/thumb/imgsize-89600,msid-103911099,width-600,resizemode-4/103911099.jpg",india
What India and Canada have to lose in Trudeau-Modi spat,https://timesofindia.indiatimes.com/india/what-india-and-canada-have-to-lose-in-trudeau-modi-spat/articleshow/103902099.cms,"https://static.toiimg.com/thumb/imgsize-43110,msid-103902748,width-600,resizemode-4/103902748.jpg",india
No fullstop for the other half,https://timesofindia.indiatimes.com/india/no-fullstop-for-the-other-half/articleshow/103911063.cms,"https://static.toiimg.com/thumb/imgsize-290638,msid-103911051,width-600,resizemode-4/103911051.jpg",india
"Defence Minister Rajnath Singh to inaugurate Bharat Drone Shakti exhibition today, induct C-295 Aircraft into IAF",https://timesofindia.indiatimes.com/india/defence-minister-rajnath-singh-to-inaugurate-bharat-drone-shakti-exhibition-today-induct-c-295-aircraft-into-iaf/articleshow/103920128.cms,"https://static.toiimg.com/thumb/imgsize-24540,msid-103920258,width-600,resizemode-4/103920258.jpg",india
"India's journey towards SDGs serves as inspiring example of determination, ingenuity: UN ambassador Kamboj",https://timesofindia.indiatimes.com/india/indias-journey-towards-sdgs-serves-as-inspiring-example-of-determination-ingenuity-un-ambassador-kamboj/articleshow/103919775.cms,"https://static.toiimg.com/thumb/imgsize-492464,msid-103927443,width-600,resizemode-4/103927443.jpg",india
EAM Jaishankar holds bilateral meetings with global counterparts on UNGA sidelines,https://timesofindia.indiatimes.com/india/eam-jaishankar-holds-bilateral-meetings-with-global-counterparts-on-unga-sidelines/articleshow/103919757.cms,"https://static.toiimg.com/thumb/imgsize-41612,msid-103919932,width-600,resizemode-4/103919932.jpg",india
Rajnath Singh inducts C-295 transport aircraft into IAF,https://timesofindia.indiatimes.com/india/rajnath-singh-c-295-transport-aircraft-induction-iaf/articleshow/103919472.cms,"https://static.toiimg.com/thumb/imgsize-10576,msid-103919893,width-600,resizemode-4/103919893.jpg",india
What a gunbattle with militants tells us about Naya Kashmir,https://timesofindia.indiatimes.com/india/the-lessons-from-naya-kashmirs-fiercest-and-longest-gun-battle/articleshow/103900717.cms,"https://static.toiimg.com/thumb/imgsize-46694,msid-103900731,width-600,resizemode-4/103900731.jpg",india
Explainer: What did Five Eyes share with Canada?,https://timesofindia.indiatimes.com/india/explainer-what-did-five-eyes-share-with-canada/articleshow/103919575.cms,"https://static.toiimg.com/thumb/imgsize-37012,msid-103919565,width-600,resizemode-4/103919565.jpg",india
Congress to hold press conferences in 21 cities to 'expose' govt on women's reservation,https://timesofindia.indiatimes.com/india/congress-to-hold-press-conferences-in-21-cities-to-expose-govt-on-womens-reservation/articleshow/103919051.cms,"https://static.toiimg.com/thumb/imgsize-61008,msid-103919498,width-600,resizemode-4/103919498.jpg",india
Rahul Gandhi to launch rural housing scheme in Chhattisgarh,https://timesofindia.indiatimes.com/india/rahul-gandhi-to-launch-rural-housing-scheme-in-chhattisgarh-today/articleshow/103919199.cms,"https://static.toiimg.com/thumb/imgsize-2559237,msid-103919492,width-600,resizemode-4/103919492.jpg",india
"Canadian defence minister urges India, Canada to start taking, find a common ground",https://timesofindia.indiatimes.com/india/canadian-defence-minister-urges-india-canada-to-start-taking-find-a-common-ground/articleshow/103919487.cms,"https://static.toiimg.com/thumb/imgsize-29112,msid-103919210,width-600,resizemode-4/103919210.jpg",india
Asaduddin Owaisi challenges Rahul Gandhi to contest elections from Hyderabad,https://timesofindia.indiatimes.com/india/asaduddin-owaisi-challenges-rahul-gandhi-to-contest-elections-from-hyderabad/articleshow/103918849.cms,"https://static.toiimg.com/thumb/imgsize-46612,msid-103919049,width-600,resizemode-4/103919049.jpg",india
PM Modi to address mega meet of BJP workers in Bhopal,https://timesofindia.indiatimes.com/india/pm-modi-to-address-mega-meet-of-bjp-workers-in-bhopal/articleshow/103918765.cms,"https://static.toiimg.com/thumb/imgsize-1086225,msid-103918916,width-600,resizemode-4/103918916.jpg",india
"Ex-CM Chandrababu Naidu moves SC, seeks quashing of FIR",https://timesofindia.indiatimes.com/india/ex-cm-chandrababu-naidu-moves-sc-seeks-quashing-of-fir/articleshow/103918144.cms,"https://static.toiimg.com/thumb/imgsize-53524,msid-103918266,width-600,resizemode-4/103918266.jpg",india
"UP govt employee sells pension files as scrap, uses money for booze",https://timesofindia.indiatimes.com/india/up-govt-employee-sells-pension-files-as-scrap-uses-money-for-booze/articleshow/103917127.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-600,resizemode-4/78553754.jpg",india
"Asian Games live: Women's cricket team beats Sri Lanka, wins second gold for India",https://timesofindia.indiatimes.com/sports/asian-games-2023/live-updates-of-asian-games-2023-day-2-shooting-wushu-artistic-gymnastics-tennis-judo-swimming-rowing-cricket-boxing-basketball-chess/liveblog/103916023.cms,"https://static.toiimg.com/thumb/imgsize-74262,msid-103916023,width-600,resizemode-4/103916023.jpg",
"INDIA equation in MP polls: SP, AAP make a noise; Cong quiet",https://timesofindia.indiatimes.com/city/bhopal/the-india-bloc-equation-in-mp-election-sp-aap-make-a-noise-congress-quiet-in-friendly-fight/articleshow/103918004.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Unlocking power of people strategy & business transformation,https://timesofindia.indiatimes.com/business/india-business/unlocking-the-power-of-people-strategy-and-business-transformation-a-rare-opportunity-for-business-leadership/articleshow/103857510.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Addictive medicine, overdose deaths add to Punjab's miseries",https://timesofindia.indiatimes.com/city/chandigarh/punjabs-vicious-cycle-addictive-medicine-overdose-deaths-add-to-states-miseries/articleshow/103924525.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Cong will make MP 'Bimaru', if voted to power, says PM Modi",https://timesofindia.indiatimes.com/india/congress-will-make-madhya-pradesh-bimaaru-if-voted-to-power-says-pm-modi/articleshow/103925904.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Indian women's cricket team wins gold on debut at Asian Games,https://timesofindia.indiatimes.com/sports/asian-games-2023/asian-games-indian-womens-cricket-team-wins-gold-in-their-maiden-appearance-at-the-games/articleshow/103929999.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
UP: Man dies by suicide in BJP MLA's flat in Lucknow,https://timesofindia.indiatimes.com/city/lucknow/man-dies-by-suicide-in-bjp-mlas-flat-in-lucknow-after-argument-with-girlfriend/articleshow/103928557.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Skill Development scam: CID seeks further custody of Chandrababu Naidu,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-cid-seeks-further-custody-of-chandrababu-naidu-in-skill-development-scam/articleshow/103929511.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How Europe is running out of ammunition that Ukraine needs,https://timesofindia.indiatimes.com/world/europe-made-a-bold-pledge-of-ammunition-for-ukraine-now-comes-the-hard-part/articleshow/103906109.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
A whirlwind trip across the American South,https://timesofindia.indiatimes.com/travel/stories/a-whirlwind-trip-across-the-american-south/articleshow/74911088.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Shopping: Live Now! Grab sale prices on TVs - Up to 60% Off,https://timesofindia.indiatimes.com/amazon-bestsellers,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Tantalising Texas—travel inside a cowboy's dream,https://timesofindia.indiatimes.com/travel/stories/tantalising-texastravel-inside-a-cowboys-dream/articleshow/74843457.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Watch: Trudeau’s own MP says Hindus afraid of living in Canada,https://youtu.be/DNYuhoy1u_E,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
9 features of iPhone 15 series that are first-ever in smartphones,https://www.gadgetsnow.com/slideshows/9-features-of-iphone-15-series-that-are-first-ever-in-smartphones/photolist/103913862.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"UP school slap case: Appoint senior IPS officer, says SC",https://timesofindia.indiatimes.com/india/student-slapping-case-supreme-court-asks-up-govt-to-appoint-senior-ips-officer-to-investigate-case/articleshow/103926286.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Laptop ban: New deadline, what changes from November and more",https://www.gadgetsnow.com/tech-news/laptop-ban-new-deadline-what-changes-from-november-and-more/articleshow/103917467.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
China’s ‘batwoman’ warns about another corona-type outbreak,https://timesofindia.indiatimes.com/world/china/highly-risky-chinas-batwoman-warns-about-another-coronavirus-type-outbreak/articleshow/103929295.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
From 700-plus in 2017 to 250 in 2023: Why 450 companies exited from the global smartphone market,https://www.gadgetsnow.com/tech-news/from-700-plus-in-2017-to-250-in-2023-what-led-to-the-exit-of-450-companies-from-the-global-smartphone-market/articleshow/103921634.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Not cruelty if wife sells property sans hubby nod: HC,https://timesofindia.indiatimes.com/city/kolkata/not-cruelty-if-wife-sells-property-sans-hubby-nod/articleshow/103916795.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Crackdown against PFI: ED raids multiple locations in Kerala,https://timesofindia.indiatimes.com/city/kochi/crackdown-against-pfi-ed-raids-multiple-locations-in-kerala/articleshow/103923114.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Pratyusha Banerjee suicide case: Rahul Raj Singh says he is ready to face the trial,https://timesofindia.indiatimes.com/tv/news/hindi/pratyusha-banerjee-suicide-case-rahul-raj-singh-says-he-is-ready-to-face-the-trial-and-the-actresss-father-is-certain-that-truth-will-prevail/articleshow/103920615.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
How Tamil Nadu can fly high on wind power,https://timesofindia.indiatimes.com/city/chennai/how-tn-can-fly-high-on-wind-power/articleshow/103921731.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Congress will make Madhya Pradesh 'bimaaru', if voted to power, says PM Modi",https://timesofindia.indiatimes.com/videos/news/congress-will-make-madhya-pradesh-bimaaru-if-voted-to-power-says-pm-modi/videoshow/103927906.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Then and Now! Nayanthara looks unrecognisable,https://timesofindia.indiatimes.com/videos/etimes/bollywood/nayanthara-looks-unrecognisable-in-this-old-video-from-her-tv-anchoring-days-netizen-says-money-changes-everything/videoshow/103925160.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"I'm an actor, not a man's pin-up: Amy Jackson on trolls",https://timesofindia.indiatimes.com/videos/etimes/bollywood/amy-jackson-lashes-out-at-trolls-for-mocking-her-transformation-and-calling-it-ugly-says-the-moment-a-woman-does-it-/videoshow/103928344.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
India breaks world record at Asian Games 2023: Watch India's medal tally and the winners,https://timesofindia.indiatimes.com/videos/toi-original/india-breaks-world-record-at-asian-games-2023-watch-indias-medal-tally-and-the-winners/videoshow/103927148.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"Watch: Massive 'Sanatan' protests rock Delhi, right wing groups hold protest against Udhaynidhi",https://timesofindia.indiatimes.com/videos/news/watch-massive-sanatan-protests-rock-delhi-right-wing-groups-hold-protest-against-udhaynidhi/videoshow/103925108.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Top Indian wear collection for men @ Myntra's BFF!,https://timesofindia.indiatimes.com/spotlight/your-guide-to-the-top-premium-indian-wear-collection-for-men-at-myntras-big-fashion-festival/articleshow/103872478.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Meet Dubai's inspiring women investors,https://timesofindia.indiatimes.com/spotlight/investment-trailblazers-meet-the-inspiring-women-investors-who-drive-the-dubai-and-mena-investment-ecosystem/articleshow/103857005.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Breaking: India strikes shooting Gold and rows to double Bronze triumph on Day 2 of Asian Games,https://timesofindia.indiatimes.com/videos/toi-original/breaking-india-strikes-shooting-gold-and-rows-to-double-bronze-triumph-on-day-2-of-asian-games/videoshow/103919318.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
"2024 Kia Sonet facelift spied with Seltos-inspired tail lights, alloy wheels and more",https://timesofindia.indiatimes.com/auto/cars/2024-kia-sonet-facelift-spied-with-seltos-inspired-tail-lights-alloy-wheels-and-more/articleshow/103926485.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
India Canada Diplomatic Relations: What will happen with Canadian Hindus? | India Canada News,https://youtu.be/DNYuhoy1u_E,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Priyanka gives Parineeti-Raghav marriage tips,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/priyanka-chopra-gives-newlyweds-parineeti-chopra-and-raghav-chadha-marriage-tips-protect-this-beautiful-love/articleshow/103928338.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Questioning Pari for mangalsutra is negativity,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/etimes-troll-slayer-questioning-newlywed-parineeti-chopra-about-mangalsutra-and-sindoor-is-horrible-negativity/articleshow/103929076.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
FIRST PICS! Parineeti-Raghav look resplendent,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/first-pics-parineeti-chopra-and-raghav-chadha-look-resplendent-as-a-married-couple/articleshow/103909780.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Celebs at CM Shinde's Ganpati Darshan,https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/shah-rukh-khan-to-salman-khan-bollywood-celebs-at-cm-shindes-ganpati-darshan/photostory/103926779.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Shaheer: I haven’t been approached for Yeh Rishta...,https://timesofindia.indiatimes.com/tv/news/hindi/shaheer-sheikh-i-havent-been-approached-for-yeh-rishta-kya-kehlata-hai/articleshow/103929176.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Parineeti-Raghav's wedding pics,https://photogallery.indiatimes.com/celebs/bollywood/parineeti-chopra-and-raghav-chadha-share-stunning-first-wedding-pictures/articleshow/103910498.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
RaghNeeti's reception look go viral,https://photogallery.indiatimes.com/celebs/bollywood/parineeti-chopra-and-raghav-chadhas-wedding-reception-look-goes-viral-see-pictures-of-the-newly-married-couple/articleshow/103922238.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
RaghNeeti's sangeet pictures out,https://photogallery.indiatimes.com/celebs/bollywood/parineeti-chopra-and-raghav-chadhas-sangeet-pictures-out-bride-to-be-dazzles-in-shimmery-co-ord-set/articleshow/103905199.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Astrology vs Horoscope: Difference,https://photogallery.indiatimes.com/web-stories/astrology-vs-horoscope-understanding-the-crucial-difference/photostory/103925450.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Ananya Panday's girls' day out,https://photogallery.indiatimes.com/celebs/bollywood/ananya-panday-enjoys-fun-filled-girls-day-out-with-suhana-khan-and-shanaya-kapoor/articleshow/103926938.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Ganesh Visarjan significance,https://photogallery.indiatimes.com/web-stories/anant-chaturdashi-2023-know-significance-and-rituals-of-ganesh-visarjan/photostory/103926532.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Foods that worsen IBS symptoms,https://photogallery.indiatimes.com/web-stories/foods-that-worsen-ibs-symptoms/photostory/103903862.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Asian Games opening ceremony,https://photogallery.indiatimes.com/sports/other-sports/asian-games-2023-opening-ceremony-harmanpreet-singh-and-lovlina-borgohain-lead-indian-contingent-see-pictures/articleshow/103907945.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
Inspirational Ikigai quotes to motivate,https://photogallery.indiatimes.com/web-stories/10-inspirational-ikigai-quotes-to-motivate-you-every-day/photostory/103893123.cms,https://static.toiimg.com/photo/msid-25581306/25581306.jpg,
